CustomerID,Gender,Age,EducationYears,JobCategory,EmploymentLength,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,MaritalStatus,HouseholdSize,HomeOwner,CommuteTime,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,WirelessData,DataLastMonth,DataOverTenure,Multiline,EBilling,LastMonthTotalValue,OverTenureTotalValue,TotalDebt,AverageMonthlyRevenue
0206-WPXVWW-W8K,Male,32,15,Service,5,19000,21.1,0.697566,3.311434,Married,2,1,11,45,43.95,711.55,No,0,0,No,0,0,No,Yes,43.95,711.55,4.009,15.812222222222221
4220-KXXAHD-2EE,Female,42,17,Professional,11,78000,10.9,0.926718,7.575282,Unmarried,1,0,23,20,24.6,200.65,Yes,37.95,749.75,No,0,0,Yes,Yes,62.550000000000004,950.4,8.501999999999999,47.519999999999996
7153-LSYSBU-BBY,Female,55,18,Labor,16,91000,25.6,3.401216,19.894784,Unmarried,1,1,30,63,87.75,1925.05,No,0,0,Yes,87.85,5516.95,Yes,Yes,175.6,7442,23.296,118.12698412698413
0455-EFUBYG-CW2,Male,59,11,Service,26,78000,9.2,2.97804,4.19796,Married,4,1,22,72,263.7,6307.4,No,0,0,No,0,0,Yes,No,263.7,6307.4,7.176,87.60277777777777
9540-SJICFS-LU2,Female,25,18,Labor,1,45000,6.6,1.37214,1.59786,Married,8,1,36,9,24.3,82.5,Yes,29.55,195.85,No,0,0,No,Yes,53.85,278.35,2.9699999999999998,30.92777777777778
2274-UGYWSN-SL3,Male,57,14,Service,25,293000,20.8,10.908976,50.035024,Married,4,1,24,72,129.3,3031.9,No,0,0,No,0,0,Yes,No,129.3,3031.9,60.944,42.109722222222224
8624-ACFLUI-IAT,Female,47,13,Sales,4,29000,15,1.0962,3.2538,Married,2,0,15,60,46.8,914.25,No,0,0,No,0,0,No,No,46.8,914.25,4.35,15.2375
4366-EKZZYP-O9U,Female,28,16,Professional,2,25000,8.9,0.162425,2.062575,Married,3,0,31,4,9.75,15.4,Yes,25.05,80.75,No,0,0,No,No,34.8,96.15,2.2249999999999996,24.0375
8485-EOQMEY-W3H,Female,61,14,Service,20,61000,9.9,2.216313,3.822687,Unmarried,1,1,27,29,31.05,254.85,No,0,0,No,0,0,No,No,31.05,254.85,6.039,8.787931034482758
6677-HFMVVT-AM5,Female,48,17,Agriculture,7,94000,7,1.65816,4.92184,Married,4,1,28,38,41.7,560.05,No,0,0,No,0,0,No,No,41.7,560.05,6.58,14.73815789473684
5608-DVLMSV-KD0,Male,46,12,Sales,4,37000,2.2,0.234432,0.579568,Married,2,1,25,33,31.5,341.9,No,0,0,No,0,0,No,No,31.5,341.9,0.814,10.36060606060606
1196-LXFRGW-4PI,Female,35,16,Sales,0,38000,5.2,0.725192,1.250808,Married,2,1,21,7,22.35,52.1,No,0,0,No,0,0,No,No,22.35,52.1,1.976,7.442857142857143
4722-ZODSIY-HVL,Female,52,13,Sales,2,27000,10.8,1.227636,1.688364,Married,2,1,27,32,24.6,255.4,Yes,33.7,1034.15,No,0,0,No,No,58.300000000000004,1289.5500000000002,2.916,40.298437500000006
8970-HPJHWA-ADR,Male,67,14,Agriculture,17,57000,8.6,0.916674,3.985326,Unmarried,1,1,38,70,87.6,2082.7,No,0,0,No,0,0,Yes,Yes,87.6,2082.7,4.902,29.752857142857142
6966-BEJNEM-J8E,Male,29,17,Crafts,1,24000,1.9,0.191064,0.264936,Married,2,0,21,36,40.95,488.95,Yes,35.2,1231.5,Yes,34.85,1288,Yes,Yes,111,3008.45,0.456,83.56805555555555
8013-UVWBWL-O01,Female,49,16,Professional,11,44000,5.2,0.533104,1.754896,Unmarried,1,0,29,7,22.05,50.95,No,0,0,No,0,0,No,No,22.05,50.95,2.2880000000000003,7.278571428571429
3328-JFBBON-Q61,Male,41,19,Professional,3,95000,21.1,3.92882,16.11618,Unmarried,2,1,18,1,2.7,0.9,Yes,18.9,18.9,No,0,0,No,No,21.599999999999998,19.799999999999997,20.045,19.799999999999997
2480-RBGZYO-AWH,Male,66,18,Sales,4,32000,10,0.2048,2.9952,Married,2,1,21,54,47.25,925.05,No,0,0,No,0,0,No,No,47.25,925.05,3.2,17.130555555555556
0216-CBFAEO-2KQ,Female,19,14,Professional,0,17000,4.9,0.620585,0.212415,Unmarried,3,1,24,2,15.75,11.25,No,0,0,No,0,0,No,No,15.75,11.25,0.8330000000000001,5.625
6319-CCXCLW-7UL,Male,44,14,Sales,6,32000,10.5,1.1256,2.2344,Unmarried,1,0,21,22,39.6,270.2,Yes,38.25,818.3,Yes,42.75,922.85,Yes,No,120.6,2011.35,3.36,91.425
1006-NXBJVK-IB7,Male,52,16,Crafts,18,41000,23.8,4.381342,5.376658,Unmarried,1,1,18,26,28.65,238.95,Yes,35.35,831.3,Yes,28.55,684.6,No,No,92.55,1754.85,9.758,67.49423076923077
2582-FTCAHT-UIJ,Female,50,16,Crafts,20,207000,2,1.5111,2.6289,Unmarried,1,1,29,46,25.65,432.6,No,0,0,No,0,0,No,No,25.65,432.6,4.14,9.404347826086957
1112-NHRPOQ-7OR,Female,61,13,Labor,36,339000,5.1,5.290434,11.998566,Unmarried,1,0,26,72,120.3,2843.8,No,0,0,No,0,0,Yes,No,120.3,2843.8,17.289,39.49722222222223
5386-SATTOH-CQ0,Female,71,15,Sales,12,59000,7.9,1.002115,3.658885,Married,2,1,32,72,153.15,3658.8,No,0,0,No,0,0,Yes,No,153.15,3658.8,4.6610000000000005,50.81666666666667
3685-WTAVBE-RC3,Female,79,15,Labor,33,11000,8.2,0.060434,0.841566,Unmarried,1,1,32,68,57,1361.35,No,0,0,No,0,0,No,No,57,1361.35,0.902,20.01985294117647
5525-ZLNYDQ-KWB,Female,41,17,Sales,3,24000,4.1,0.245016,0.738984,Married,2,1,16,65,39,860.4,Yes,45.05,2917.6,Yes,48.3,3100.35,No,No,132.35,6878.35,0.984,105.82076923076923
0813-CCISZQ-9OE,Female,39,14,Labor,9,145000,2.7,1.984905,1.930095,Married,2,1,19,30,71.7,685.7,No,0,0,No,0,0,No,Yes,71.7,685.7,3.915,22.85666666666667
1365-PWONHV-GEQ,Female,50,19,Labor,14,60000,9.1,2.0202,3.4398,Unmarried,1,1,26,62,88.65,1788.6,Yes,47.8,2943.15,Yes,55.65,3486.45,Yes,Yes,192.1,8218.2,5.46,132.55161290322582
7147-LQCKDM-EOP,Male,57,12,Sales,7,25000,7.3,0.5475,1.2775,Unmarried,1,0,27,24,12.6,90.25,No,0,0,No,0,0,No,No,12.6,90.25,1.8250000000000002,3.7604166666666665
7765-EPLSBP-3Y8,Male,63,18,Professional,19,91000,12.7,5.940298,5.616702,Married,2,0,19,64,106.2,2326.95,Yes,54.95,3481.05,Yes,47.8,2941.15,Yes,Yes,208.95,8749.15,11.557,136.70546875
7868-DWLPFD-4N4,Female,55,17,Crafts,15,54000,4.3,0.805734,1.516266,Unmarried,1,1,24,68,50.1,1231.5,No,0,0,No,0,0,Yes,Yes,50.1,1231.5,2.322,18.110294117647058
9298-YHUIAW-0YS,Male,72,14,Professional,14,50000,9.4,2.1573,2.5427,Married,2,0,34,70,82.95,1965.75,No,0,0,No,0,0,Yes,No,82.95,1965.75,4.7,28.082142857142856
2916-THRYUW-FN8,Male,57,12,Professional,19,96000,5.8,1.575744,3.992256,Unmarried,1,1,13,72,72.3,1758.85,No,0,0,Yes,46.7,3235.15,Yes,Yes,119,4994,5.568,69.36111111111111
8438-ZMTWWO-5I8,Male,74,18,Labor,29,66000,18.1,7.669332,4.276668,Unmarried,1,0,26,40,32.25,449.75,Yes,34.35,1328.25,Yes,36.8,1379.25,Yes,Yes,103.39999999999999,3157.25,11.946,78.93125
7819-MKFQJY-7WQ,Female,69,14,Professional,25,105000,4.9,1.672125,3.472875,Married,4,0,23,67,128.4,2969.35,Yes,45.25,3080.8,No,0,0,Yes,Yes,173.65,6050.15,5.1450000000000005,90.30074626865671
1393-BYEGCB-TB0,Female,37,21,Sales,2,147000,12.5,11.72325,6.65175,Unmarried,1,1,21,8,17.25,55.4,Yes,42.8,314.4,Yes,29,194.1,No,Yes,89.05,563.9,18.375,70.4875
8783-KJXVKE-43W,Female,28,18,Crafts,3,39000,3.7,0.748917,0.694083,Married,6,0,26,4,16.35,16.65,Yes,47.45,176.05,Yes,39.3,119.25,Yes,Yes,103.1,311.95000000000005,1.443,77.98750000000001
0063-DWPGGH-D1I,Female,35,15,Sales,3,53000,17.7,1.369626,8.011374,Married,3,1,15,11,7.35,16.8,Yes,31.45,286.65,No,0,0,Yes,Yes,38.8,303.45,9.381,27.586363636363636
4948-AKXWUE-3KV,Female,68,15,Service,23,144000,2.5,1.908,1.692,Married,2,1,34,72,223.35,5474.25,No,0,0,No,0,0,Yes,No,223.35,5474.25,3.5999999999999996,76.03125
8608-OGABQO-XFZ,Male,42,8,Sales,2,22000,17.3,2.83547,0.97053,Unmarried,1,1,28,6,10.05,13.3,No,0,0,No,0,0,No,No,10.05,13.3,3.806,2.216666666666667
8009-ALGRDH-LFA,Male,51,14,Service,11,66000,4.1,0.368016,2.337984,Married,4,0,26,15,11.85,79.3,No,0,0,No,0,0,No,Yes,11.85,79.3,2.706,5.286666666666666
2387-DDPNPM-O28,Male,27,20,Sales,0,14000,15,0.3402,1.7598,Unmarried,1,0,23,38,36.15,449.05,No,0,0,No,0,0,Yes,No,36.15,449.05,2.1,11.817105263157895
7268-IWPXCN-LTQ,Female,34,11,Labor,5,32000,12.3,0.350304,3.585696,Married,2,1,27,10,15.6,40.2,No,0,0,Yes,34.55,316.75,No,No,50.15,356.95,3.936,35.695
6682-WREGJX-Z99,Female,20,15,Labor,0,24000,5.9,0.227976,1.188024,Unmarried,1,1,21,6,13.95,30.85,Yes,39.25,217.8,Yes,22.75,129.45,Yes,Yes,75.95,378.1,1.416,63.01666666666667
3368-ZCWPCN-HA0,Female,70,19,Labor,27,10000,9.2,0.2254,0.6946,Unmarried,1,0,21,72,57.75,1356.1,No,0,0,No,0,0,Yes,No,57.75,1356.1,0.9199999999999999,18.834722222222222
9079-XPFBAP-SGV,Female,67,13,Sales,6,38000,16.2,2.917944,3.238056,Unmarried,1,0,38,51,24.75,448.15,Yes,41.05,2038.1,Yes,36.15,1641,Yes,Yes,101.94999999999999,4127.25,6.156,80.92647058823529
1880-INKZQO-1BC,Female,41,14,Agriculture,19,43000,18.1,2.622871,5.160129,Married,3,0,26,41,43.5,608,No,0,0,No,0,0,Yes,Yes,43.5,608,7.783,14.829268292682928
7267-RMHTZA-C3Y,Male,76,14,Sales,13,15000,6.7,0.5628,0.4422,Unmarried,1,0,27,56,34.95,659.4,Yes,34.65,1974.8,No,0,0,Yes,No,69.6,2634.2,1.005,47.03928571428571
9660-SKUWKE-D6O,Female,68,12,Sales,7,12000,22.7,0.656484,2.067516,Married,2,1,26,52,55.05,948.15,No,0,0,No,0,0,No,Yes,55.05,948.15,2.7239999999999998,18.233653846153846
9202-ICFPVU-5YX,Female,40,19,Labor,12,107000,4.1,2.373367,2.013633,Married,2,0,26,59,34.05,637.95,Yes,48.95,2727,Yes,53.9,3062.15,Yes,Yes,136.9,6427.1,4.3870000000000005,108.93389830508475
4967-ODLSCM-0BB,Female,77,10,Labor,40,10000,4.6,0.2438,0.2162,Unmarried,1,0,21,44,28.05,403.5,No,0,0,No,0,0,No,No,28.05,403.5,0.45999999999999996,9.170454545454545
1834-XSMYEN-4YY,Male,74,13,Crafts,39,19000,4.9,0.241129,0.689871,Unmarried,1,1,17,72,154.95,3677.4,No,0,0,No,0,0,Yes,No,154.95,3677.4,0.931,51.075
7427-GBEXPI-I8A,Male,54,10,Sales,8,33000,11.9,1.346961,2.580039,Unmarried,1,1,24,29,26.55,277.75,No,0,0,No,0,0,No,No,26.55,277.75,3.9270000000000005,9.577586206896552
4399-MPLFCL-9BF,Female,36,18,Service,5,41000,11,0.82984,3.68016,Married,2,0,21,53,29.85,540.2,Yes,31.95,1641.55,No,0,0,Yes,Yes,61.8,2181.75,4.51,41.16509433962264
3578-HUYDRN-L6T,Female,64,9,Service,37,236000,0.5,0.59826,0.58174,Unmarried,1,1,21,61,33.75,650,No,0,0,Yes,46.35,2674.5,No,No,80.1,3324.5,1.1800000000000002,54.5
0249-WNVELU-RFS,Male,23,16,Crafts,1,44000,6.4,1.652992,1.163008,Married,4,1,34,42,22.35,288.4,No,0,0,No,0,0,No,No,22.35,288.4,2.816,6.866666666666666
0805-UWFJJK-IBP,Female,21,12,Sales,0,17000,5.9,0.342023,0.660977,Unmarried,1,0,23,3,6.3,6.55,No,0,0,No,0,0,No,Yes,6.3,6.55,1.0030000000000001,2.183333333333333
9646-FRBESD-5CK,Male,53,17,Sales,3,94000,16.4,3.345272,12.070728,Unmarried,1,0,24,16,10.8,41.35,Yes,32.05,527.55,No,0,0,No,No,42.849999999999994,568.9,15.416,35.55625
8922-AOMTSH-MV7,Female,68,15,Professional,15,57000,5.6,0.632016,2.559984,Married,2,1,17,34,22.5,262.75,No,0,0,Yes,35.65,1147,No,No,58.15,1409.75,3.192,41.463235294117645
2192-UDBMYJ-906,Male,57,14,Service,17,70000,20.4,2.41332,11.86668,Unmarried,1,0,26,53,30.9,587.25,No,0,0,No,0,0,No,No,30.9,587.25,14.280000000000001,11.080188679245284
2556-MKLXCQ-BX9,Female,28,19,Sales,0,19000,12.5,0.79325,1.58175,Married,2,0,33,18,19.95,96.9,Yes,48.95,822.55,Yes,41.2,711.4,Yes,Yes,110.10000000000001,1630.85,2.375,90.60277777777777
1777-HBKRZD-JQO,Female,55,16,Sales,5,68000,3,0.27336,1.76664,Married,2,1,29,41,30,410.85,Yes,21.3,860.9,No,0,0,No,Yes,51.3,1271.75,2.04,31.01829268292683
9952-CNPOYJ-0KL,Male,59,15,Service,15,184000,6.6,6.61848,5.52552,Married,2,1,25,72,147.15,3464.2,Yes,38.15,2705.95,No,0,0,Yes,No,185.3,6170.15,12.144,85.69652777777777
8325-ZRCRQV-455,Female,47,17,Professional,6,54000,1.6,0.101088,0.762912,Married,2,0,32,53,51.75,905.35,Yes,37.95,2001.2,Yes,30.2,1559.25,Yes,Yes,119.9,4465.8,0.864,84.26037735849057
1251-RESMMB-YF9,Female,54,18,Professional,9,80000,5.8,2.86752,1.77248,Married,2,1,26,60,49.2,986.2,Yes,54.9,3293.35,Yes,49.8,2863,Yes,Yes,153.89999999999998,7142.55,4.64,119.0425
8722-QXBTTE-ZZN,Male,43,11,Sales,4,60000,7.4,2.36208,2.07792,Married,2,0,25,30,20.55,219.95,No,0,0,No,0,0,No,No,20.55,219.95,4.44,7.331666666666666
7626-FZMBJH-OQD,Male,63,11,Crafts,25,9000,16.1,0.321678,1.127322,Married,2,1,30,67,63.6,1457,No,0,0,No,0,0,Yes,No,63.6,1457,1.4489999999999998,21.746268656716417
7947-EPKTEL-1MC,Male,40,10,Agriculture,19,43000,15.1,2.92185,3.57115,Married,6,1,20,70,126.6,2984.55,Yes,45.4,3049.85,No,0,0,Yes,No,172,6034.4,6.493,86.20571428571428
1929-FGHSMO-Q5X,Male,22,14,Service,0,18000,21.7,2.5389,1.3671,Married,4,1,26,47,33.45,590.15,Yes,37.4,1739.9,Yes,40.2,1853.15,No,Yes,111.05,4183.200000000001,3.9059999999999997,89.00425531914895
0834-RBTMKF-CU4,Female,33,11,Crafts,5,38000,17.5,2.05485,4.59515,Married,4,1,21,30,25.95,228.75,No,0,0,No,0,0,No,No,25.95,228.75,6.65,7.625
9699-YXPXDK-8T6,Female,58,10,Sales,6,27000,7.8,1.071954,1.034046,Married,3,1,39,71,66.6,1577.95,No,0,0,No,0,0,Yes,No,66.6,1577.95,2.106,22.224647887323943
8583-RQVIST-7VX,Female,51,14,Sales,11,35000,12.9,3.41334,1.10166,Unmarried,1,0,22,42,43.2,629.85,No,0,0,No,0,0,Yes,No,43.2,629.85,4.515,14.996428571428572
3392-NJULOB-XK7,Female,61,16,Professional,15,96000,9.7,5.02848,4.28352,Married,4,1,20,51,57.9,1008.45,No,0,0,Yes,39.95,2049.85,Yes,No,97.85,3058.3,9.312000000000001,59.96666666666667
3452-DOHASX-2US,Male,33,11,Service,11,53000,1,0.05141,0.47859,Unmarried,1,1,12,24,14.7,100.45,No,0,0,No,0,0,No,No,14.7,100.45,0.53,4.185416666666667
4956-VDMHXW-GKS,Male,57,14,Sales,6,29000,8.5,0.61132,1.85368,Unmarried,1,1,32,32,42.3,388.45,No,0,0,No,0,0,No,No,42.3,388.45,2.465,12.1390625
2237-TUKLNM-ZO0,Female,76,12,Crafts,30,20000,2.5,0.193,0.307,Unmarried,1,0,27,72,170.55,3957.2,Yes,43.35,3062.5,No,0,0,Yes,Yes,213.9,7019.7,0.5,97.49583333333334
3089-YPDOZJ-LRJ,Female,37,8,Professional,11,52000,12.6,3.30876,3.24324,Married,5,1,25,25,15,133.9,No,0,0,No,0,0,No,No,15,133.9,6.552,5.356
3828-LGMSNZ-EVZ,Male,65,16,Professional,22,296000,17.1,18.069912,32.546088,Unmarried,1,1,9,25,13.95,83.45,No,0,0,Yes,60.35,1446.85,Yes,Yes,74.3,1530.3,50.616,61.211999999999996
4035-PPXNFZ-T23,Male,45,16,Service,12,41000,8.3,0.401554,3.001446,Unmarried,1,0,22,63,91.5,1929.6,Yes,21.9,1304.4,No,0,0,Yes,Yes,113.4,3234,3.403,51.333333333333336
8366-QJOKTN-CCN,Female,56,17,Sales,6,20000,8.5,0.7276,0.9724,Unmarried,1,1,37,55,50.7,901.5,No,0,0,No,0,0,Yes,Yes,50.7,901.5,1.7000000000000002,16.39090909090909
7566-GMUKDS-XU5,Male,46,14,Sales,2,33000,5.8,0.983796,0.930204,Unmarried,1,1,19,43,49.2,700.8,No,0,0,No,0,0,No,No,49.2,700.8,1.9140000000000001,16.29767441860465
5516-LPBDAU-154,Male,75,19,Sales,11,12000,6.5,0.17784,0.60216,Unmarried,1,1,12,32,31.95,324.85,Yes,38.25,1266.7,Yes,20.35,632.35,No,Yes,90.55000000000001,2223.9,0.78,69.496875
1440-RJDTZI-UQW,Female,68,14,Labor,16,23000,1.8,0.12627,0.28773,Unmarried,1,1,20,71,97.2,2339.2,No,0,0,No,0,0,Yes,Yes,97.2,2339.2,0.414,32.946478873239435
5023-ODJCVE-0NJ,Male,65,11,Sales,4,21000,5.5,0.463155,0.691845,Married,3,0,30,37,26.7,353.5,Yes,24.15,911.3,No,0,0,No,Yes,50.849999999999994,1264.8,1.155,34.18378378378378
0121-DXYYZN-UXZ,Male,27,17,Sales,0,16000,2.3,0.11408,0.25392,Married,4,1,27,21,10.95,65.95,No,0,0,No,0,0,No,Yes,10.95,65.95,0.368,3.1404761904761904
5634-ISKLHN-QQY,Male,68,19,Professional,11,108000,5.6,1.227744,4.820256,Unmarried,1,1,29,32,25.8,273.05,Yes,68.6,2159.95,Yes,86.3,2647.25,Yes,Yes,180.7,5080.25,6.048,158.7578125
9371-AWVRRA-R9V,Female,65,16,Sales,19,167000,4.7,3.516352,4.332648,Unmarried,1,0,26,7,16.95,49.55,Yes,30,173.35,No,0,0,No,Yes,46.95,222.89999999999998,7.849,31.842857142857138
6695-ZNEGRG-VXI,Female,56,13,Sales,1,20000,6.3,0.189,1.071,Married,2,0,22,27,13.2,99.1,Yes,25.6,669.85,No,0,0,No,Yes,38.8,768.95,1.26,28.47962962962963
9428-PNSZFS-80P,Female,37,12,Sales,1,26000,7,0.9828,0.8372,Unmarried,2,1,19,3,7.2,8.45,No,0,0,No,0,0,No,No,7.2,8.45,1.82,2.8166666666666664
4288-VFIKHM-0EB,Male,53,15,Labor,12,49000,10.8,0.576828,4.715172,Unmarried,1,1,28,46,32.1,527.2,Yes,43.4,1958.3,Yes,32.6,1479.3,No,Yes,108.1,3964.8,5.292,86.19130434782609
6119-EFZLRD-HDT,Male,72,11,Service,20,17000,16.2,1.704726,1.049274,Unmarried,1,1,38,71,102,2357.4,No,0,0,No,0,0,Yes,No,102,2357.4,2.754,33.202816901408454
3992-YOCQDJ-8IG,Male,58,13,Labor,24,19000,4.7,0.254505,0.638495,Unmarried,1,0,23,56,45.45,839.95,No,0,0,No,0,0,Yes,No,45.45,839.95,0.893,14.999107142857143
9672-IOQEXF-W7O,Male,39,8,Agriculture,15,46000,5.7,0.883614,1.738386,Unmarried,1,1,25,58,69.3,1366.85,No,0,0,No,0,0,Yes,No,69.3,1366.85,2.622,23.566379310344825
4515-SJCSTC-N2E,Female,39,14,Sales,2,83000,7.2,2.701152,3.274848,Unmarried,1,0,25,19,19.35,125.35,Yes,40.65,750.5,No,0,0,Yes,Yes,60,875.85,5.976,46.097368421052636
7920-JTYUYJ-YYP,Female,73,12,Professional,20,26000,13.1,1.03883,2.36717,Married,2,1,22,71,48.6,1164,Yes,35.7,2384.8,No,0,0,Yes,Yes,84.30000000000001,3548.8,3.406,49.9830985915493
5750-CLGDQH-59F,Male,51,21,Professional,4,46000,36.7,11.935574,4.946426,Unmarried,1,1,23,20,27,158.6,No,0,0,No,0,0,Yes,Yes,27,158.6,16.882,7.93
2268-SLMOUA-4NQ,Female,37,10,Service,13,41000,14,2.296,3.444,Unmarried,1,1,30,64,48.9,1084.75,No,0,0,No,0,0,No,No,48.9,1084.75,5.74,16.94921875
0224-HMKMEG-EJF,Female,18,13,Agriculture,0,13000,16.5,0.21021,1.93479,Unmarried,1,0,12,5,18.9,32.55,No,0,0,No,0,0,No,No,18.9,32.55,2.145,6.51
3368-OZTRCS-7YE,Female,36,16,Professional,5,81000,10.5,1.08864,7.41636,Married,2,1,23,49,25.5,422.15,No,0,0,No,0,0,No,No,25.5,422.15,8.505,8.61530612244898
7072-FQJEQO-MMD,Female,65,17,Labor,29,31000,5.5,1.369115,0.335885,Married,3,1,19,63,51.6,1072.65,No,0,0,No,0,0,Yes,No,51.6,1072.65,1.705,17.02619047619048
5549-BMXRWY-0CZ,Female,75,10,Professional,30,107000,2,1.06786,1.07214,Unmarried,1,0,31,68,115.35,2471.05,No,0,0,No,0,0,No,No,115.35,2471.05,2.14,36.3389705882353
7223-WQOPSV-H4H,Male,33,14,Professional,3,32000,22.7,1.19856,6.06544,Married,4,1,25,44,41.7,578.55,No,0,0,No,0,0,Yes,Yes,41.7,578.55,7.263999999999999,13.148863636363636
8898-ORQVDW-F5B,Male,57,11,Labor,31,25000,11,0.66,2.09,Unmarried,2,0,18,21,12.6,68.35,No,0,0,No,0,0,No,No,12.6,68.35,2.75,3.2547619047619043
9165-BGQZIE-JB5,Female,54,19,Labor,14,125000,5.7,2.451,4.674,Unmarried,1,1,20,40,20.1,271.95,Yes,37.2,1410.6,Yes,35.5,1289.55,Yes,Yes,92.80000000000001,2972.1,7.125,74.3025
3211-CRAXTL-L7G,Female,43,17,Professional,5,44000,9.6,1.66848,2.55552,Unmarried,3,1,36,31,21.75,225.15,Yes,30.35,937.4,No,0,0,No,Yes,52.1,1162.55,4.224,37.501612903225805
4467-HQTBGE-T9R,Male,31,18,Service,3,137000,5.3,1.575637,5.685363,Married,2,1,32,22,11.55,86.35,Yes,32.05,639.55,Yes,26.8,518.95,Yes,Yes,70.39999999999999,1244.85,7.260999999999999,56.584090909090904
3741-RLHCJC-6U3,Male,33,15,Service,6,49000,7.7,1.20736,2.56564,Married,4,1,28,69,108.6,2488.25,No,0,0,No,0,0,Yes,Yes,108.6,2488.25,3.773,36.06159420289855
3616-HWFWRS-J0L,Male,20,15,Crafts,0,28000,10.5,0.21756,2.72244,Unmarried,3,1,22,28,11.55,98.3,Yes,40.3,1055.1,Yes,27.1,713.3,No,Yes,78.94999999999999,1866.6999999999998,2.9400000000000004,66.66785714285713
6487-QVKCTD-070,Female,65,16,Sales,6,60000,9.9,2.14434,3.79566,Married,2,1,23,62,41.85,915.15,No,0,0,No,0,0,Yes,Yes,41.85,915.15,5.9399999999999995,14.760483870967741
2845-KNIRYP-1AZ,Female,62,17,Professional,18,186000,20.6,14.253551999999999,24.062448,Unmarried,2,1,29,70,62.85,1484.5,Yes,58.3,4004.15,Yes,67.7,4530.1,Yes,No,188.85000000000002,10018.75,38.316,143.125
5259-ZYZWME-F11,Female,39,9,Sales,5,49000,6.4,2.16384,0.97216,Married,4,1,19,25,22.35,165.3,No,0,0,No,0,0,Yes,Yes,22.35,165.3,3.136,6.612
0692-OLRDWC-XGB,Female,36,17,Crafts,5,34000,20.2,3.46834,3.39966,Unmarried,1,1,29,54,48.75,882.4,Yes,37.6,2070.25,No,0,0,Yes,No,86.35,2952.65,6.868,54.678703703703704
6035-BJITZI-CTD,Female,25,13,Sales,0,32000,6.9,0.461472,1.746528,Married,4,1,32,5,10.65,24.4,No,0,0,No,0,0,No,No,10.65,24.4,2.208,4.88
7858-HZMYYL-SX0,Male,43,8,Sales,4,28000,12.2,0.46116,2.95484,Unmarried,1,0,35,20,18.15,107.8,No,0,0,No,0,0,No,No,18.15,107.8,3.416,5.39
5848-OBDEYF-QFM,Female,26,15,Service,2,24000,13.5,0.91692,2.32308,Married,3,1,17,37,30.75,333.25,Yes,24.4,927.7,No,0,0,No,Yes,55.15,1260.95,3.24,34.07972972972973
2957-ETHHYR-BGZ,Male,20,15,Crafts,0,27000,11.2,0.365904,2.658096,Married,4,1,19,24,18.45,168.4,Yes,30.8,675.75,No,0,0,Yes,No,49.25,844.15,3.024,35.172916666666666
5006-BNNHTO-OTT,Male,49,12,Sales,2,38000,7.6,1.435336,1.452664,Unmarried,1,1,15,53,38.1,647.25,No,0,0,No,0,0,Yes,No,38.1,647.25,2.888,12.212264150943396
5965-LSSWOB-EBG,Female,22,15,Sales,0,17000,3.1,0.346766,0.180234,Unmarried,2,0,24,31,52.2,538.85,Yes,21.15,657.85,No,0,0,Yes,Yes,73.35,1196.7,0.527,38.60322580645161
7497-UQMUDN-ISJ,Male,48,14,Labor,11,90000,7.2,3.61584,2.86416,Married,2,1,15,72,86.7,1943.25,No,0,0,No,0,0,Yes,No,86.7,1943.25,6.48,26.989583333333332
9463-GTNGEI-EIZ,Male,74,11,Sales,14,26000,12.4,0.212784,3.011216,Married,2,1,27,72,45.9,1096.6,No,0,0,No,0,0,No,No,45.9,1096.6,3.224,15.230555555555554
4830-IXDHQP-PGJ,Male,55,14,Labor,19,112000,26.1,10.552752,18.679248,Unmarried,1,0,36,18,22.5,123.25,No,0,0,No,0,0,No,No,22.5,123.25,29.232,6.847222222222222
8824-SHUCKM-5H0,Male,58,16,Service,11,70000,9.9,1.9404,4.9896,Unmarried,1,1,23,13,24.9,99.7,No,0,0,No,0,0,Yes,No,24.9,99.7,6.93,7.6692307692307695
2671-KHXXZH-R6J,Male,49,18,Labor,14,197000,18.8,14.25886,22.77714,Married,7,0,22,38,27.45,349.35,No,0,0,No,0,0,No,No,27.45,349.35,37.036,9.19342105263158
9706-LRUNNB-VUT,Female,23,13,Professional,2,15000,8.1,0.39123,0.82377,Unmarried,1,0,19,1,5.7,1.9,No,0,0,Yes,12.7,12.7,No,No,18.4,14.6,1.215,14.6
1941-WNBUWJ-TT4,Female,52,16,Agriculture,17,98000,22.7,5.205564,17.040436,Married,2,0,29,67,28.65,592.6,No,0,0,No,0,0,No,No,28.65,592.6,22.246,8.844776119402985
6628-IPPLBH-OTD,Male,36,15,Crafts,9,116000,9.6,0.857472,10.278528,Unmarried,1,0,21,33,20.85,265.25,Yes,37.65,1111.15,Yes,45.3,1457,No,No,103.8,2833.4,11.136,85.86060606060606
5950-ABTMRH-4D5,Male,32,11,Sales,1,40000,10.7,1.0272,3.2528,Unmarried,1,1,21,26,15.15,158.9,No,0,0,Yes,26.75,628.15,No,No,41.9,787.05,4.28,30.271153846153844
