"PROD_NBR","PROD_DESC","monthlySaleValue"
"30005475865","CENTRUM SILVER MEN 50+ TABLET 65CT",93.87
"3700074108","METAMUCIL SMOOTH ORANGE S/F PKT 30X5.8GM",93.73
"30149003928","PEPTO BISMOL MAX LIQUID ORIGINAL 12OZ",93.71
"8770140427","GNP BLADDER CNTL MDERT PAD 6X20",93.68
"38137004634","BAND-AID COMFORT-FLEX SHEER 1SZ 100CT",93.64
"4138822061","BLISTEX LIP BALM #22061 0.15 OZ JDE OBS",93.62
"30149003916","PEPTO BISMOL LIQUID ORIGINAL 16OZ",93.58
"73221630092","ZICAM RAPIDMELT ULTRA CHERRY 18CT",93.57
"3504601175","VIT C 500MG TABLET 100CT WINDML",93.54
"31254600125","HALLS BAG S/F INTENSE COOL 25CT",93.4
"8770142660","GNP CHILDRN CHEWABLE COMPLT VITAMIN 30CT",93.33
"30904513559","PAIN RELIEVER PLUS TABLET 100CT MAJOR",93.28
"73221620400","ZICAM INTENSE GEL SINUS PUMP W/MNHL .5OZ",93.27
"7431202843","FOLIC ACID 0.8MG TABLET 250CT NAT BOUNTY",93.22
"31254662353","HALLS DEFENSE BAG STRAWBERRY 30CT",92.95
"88438912364","CURAD MASK ANTIVIRAL W/EARLOOPS 10CT",92.95
"35497375241","HYLANDS KIDS COUGH HONEY LIQUID 4OZ",92.89
"8770141266","GNP ENEMA TWIN SALINE LIQ 2X4.5 OZ",92.78
"30766738848","TUMS EXTRA TABLET BERRY 48CT",92.76
"30045024212","ZYRTEC OTC DISSOLVE TAB CITRUS 12CT",92.74
"3504600129","VIT B12 500MCG TABLET 60CT WINDML",92.68
"31254662659","HALLS BREEZERS BAG TROPICAL CHILL 25CT",92.68
"30132030140","FLEET ENEMA MINERAL OIL 4.5OZ",92.6
"5113166994","NEXCARE TAPE CLEAR FLEX DSPNSR 3/4""X7YD",92.55
"8770142522","GNP FIRST AID KIT 303PC",92.41
"536100901","FERROUS SULF 325 MG TAB 100",92.29
"73221602018","ZICAM GEL ALLERGY RELIEF 0.5OZ",92.18
"8770142620","GNP NAPROXEN SODIUM 220MG SOFTGEL 40CT",92.18
"41167412510","ALLEGRA OTC 24HR 180MG TABLET 30CT CHT",91.96
"35046000578","CALCIUM CARB+D 600MG TABLET 120CT WINDML",91.92
"3504600752","GINKGO BILOBA 200MG CAPSULE 60CT WINDML",91.92
"4001895928765","TEGADERM FILM 1626W",91.92
"30087040203","POLY-VI-SOL DROP 50ML",91.75
"8770128810","GNP DAIRY RELIEF CPL 120",91.64
"30005555619","CALTRATE 600-D PLUS MINERAL TABLET 60CT",91.61
"89775200201","BOOGIE WIPES FRESH SCENT 30CT",91.58
"76056944202","ZOSTRIX CREAM 2OZ",91.15
"3504600273","FOLIC ACID 800MCG TABLET 100CT WINDML",91.08
"85714100499","VIACTIV CALCIUM+D CHEW CHOC 100CT",90.94
"30043634504","TRIAMINIC DAY COLD COUGH 4OZ",90.87
"30573017430","ADVIL CHILD 100MG SUSPENSION BERRY 4OZ",90.77
"30766073921","TUMS EXTRA TABLET FRUIT 3 ROLL 12X3X8CT",90.76
"32390001778","DAYQUIL/NYQUIL SVR C/F 12OZX2",90.76
"30065028544","SUPRA CLENS DAILY PROTEIN REMOVER 3ML",90.72
"8770142502","GNP GAS RELIEF XS 125MG 100CT",90.61
"8770140218","GNP DIBROMM GRP PE ELX 4 OZ",90.57
"38137004848","BAND-AID VARIETY PACK ASST 30CT",90.51
"8307800481","CARMEX COLD SORE TREATMENT TUBE 0.07OZ",90.4
"30573262119","ALAVERT 24HR QK DSLV TABLET CITRUS 18CT",90.3
"8770140818","GNP FISH OIL 1000 MG SGC 60",90.3
"4138800358","BLISTEX NURTURE NOURISH BALM 24X.15OZ",90.29
"1101712288","SCHOLLS BUNION CUSHION 6CT",90.21
"7431204082","CAL/MAG 500/250MG TAB 100CT NAT BOUNTY",90.21
"3660231200","RICOLA BAG X/STR GLACIER MINT 19CT",90.11
"3504601212","WM MAGNUM TAB 60",89.94
"3504600116","VIT B1 100MG TABLET 100CT WINDML",89.92
"30045091012","LACTAID FAST ACTING CAPLET 12CT",89.91
"36761831001","SENOKOT S TABLET 10CT",89.87
"31254749339","VISINE MAX REDNESS RELIEF 0.5OZ",89.85
"3504605375","WM GLUCOFLEX BNS G/C 2D CPL 90",89.8
"38137115567","BAND-AID TOUGH STRIPS 1SZ 60CT",89.8
"4116705701","ASPERCREME CREAM 1.25OZ",89.71
"30045044915","TYLENOL EXTRA STR VIAL CAPLET 12X10CT",89.58
"34658144004","SALONPAS PAIN RELIEF JET SPRAY 4OZ",89.48
"3504605071","MULTIVIT HI POTENTCY CHEW 60CT WINDMILL",89.42
"34580265087","LORATADINE 10MG TABLET 300CT PERRIGO",89.31
"8770140729","GNP VIT B-1 100 MG TAB 100",89.2
"8770140092","GNP CALAMINE PLAIN LIQ 6 OZ",89
"7431253333","OPTIMAL SOLUTION COCONUT OIL 7OZ",88.98
"8770140682","GNP BANDAGE W/P 2X4 BDG 10",88.9
"8770141190","GNP NITETIME 6HR BERRY LIQ 12 OZ",88.9
"7431233491","MILK THSTLE 175MG CAP 100CT NAT BOUNTY",88.89
"38137116143","JJ PADS LRG N/STICK H/FR 3X4",88.84
"7431219404","FISH OIL 1400MG TRPL STR SFTGL 39CT NB",88.83
"2571568352","EYE DROP CUP WITH GUIDE API",88.64
"8770140500","GNP COUGH RLF ORANGE LIQ 4 OZ",88.58
"30031871712","ROBITUSSIN MAX STR NIGHTTIME DM CGH 4OZ",88.56
"30766784760","NICORETTE GUM 4MG 170CT",88.54
"7431202340","VIT E 400IU WATER GTB 100CT NAT BOUNTY",88.53
"8770141240","GNP LENS CLNG WIPE WPE 20",88.52
"81652601000","ST JOSEPH ASPIRIN 81MG EC TABLET 36CT",88.48
"8770140649","GNP WOMEN LAX BISA 5MG TAB 30",88.34
"8770111899","GNP FAMOTIDIN 10 MG A/R TAB 60",88.33
"30045020444","ZYRTEC OTC 10MG LIQUIGEL 40CT",88.17
"7631430205","EMERGEN-C VIT C 1000MG LEMON LIME 30CT",88.14
"5113166992","NEXCARE TAPE PAPER DSPR 3/4""X8YD",87.94
"3660082801","CHAPSTICK MOISTURIZER CARDED 24X0.15OZ",87.93
"1101714800","SCHOLLS MOLESKIN CUSHION 4 5/8X3 3/8 3CT",87.85
"30031871612","ROBITUSSIN CHILD COUGH COLD CF SYRUP 4OZ",87.71
"30045044427","TYLENOL X/S CPL 225",87.69
"8770140853","GNP OMEPRAZOL BOGO 20MG TAB 2X14",87.62
"30766165460","OS-CAL 500+D CAPLET 160CT",87.51
"30168012691","SWIM EAR DROP 1OZ FOUGERA",87.46
"89299200228","EOS LIP BALM SWEET MINT 1CT",87.42
"61126981899","RED BULL 12 OUNCE",87.36
"3504600319","L-LYSINE 500MG HCI TABLET 120CT WINDML",87.32
"30573301002","THERMACARE 8HR BACK MEDIUM 2CT",87.28
"31011905220","RENU MULTI + LUBE REWETTING DROP 8ML",87.26
"8770140602","GNP GUAIFENES DM CHRY LIQ 4 OZ",87.17
"30045008002","LACTAID CAPLET ORIGINAL 120CT",87.15
"81483201529","LUDENS BAG WATERMELON DROPS 25CT",87.1
"31284303520","PHILLIPS STL SOFTLAX LGL 30",86.95
"38137004668","BAND-AID COMFORT-FLEX SHEER ASST 60CT",86.52
"4116700360","CORTIZONE-10 COOL RELIEF GEL 1OZ",86.46
"30904575424","MAPAP ACETAMIN 160MG JR TABLET 24CT MAJ",86.36
"36382427665","DELSYM CHILD 12HR COUGH ORANGE 5OZ",86.35
"8019630308","MEDIPLAST 40% PLST DRS 25",86.22
"38137004669","BAND-AID COMFORT-FLEX SHEER ASST 80CT",86.17
"3504600081","FERROUS GLUC 239MG TABLET 100CT WINDML",86.1
"67811210189","CHLORASEPTIC LOZENG WARM HONEY LEMN 18CT",86.04
"78751110500","GNP READING GLASSES +2.50 16",85.99
"31101741031","LOTRIMIN AF SPRAY POWDER JOCK ITCH 4.6OZ",85.98
"30536101801","MECLIZINE HCL 25 MG CHW 100",85.91
"8770141236","GNP COUGH DM ER 30MG CHILD ORANGE",85.85
"30078051816","GENTEAL EYE DROP MILD MODERATE 25ML",85.75
"38137116138","JJ GAUZE ROLLED 3 IN X 2.5 YDS",85.65
"3504609059","COUNTRY FARMS SPR GRN BRY DRNK MX 9.88OZ",85.57
"74098521339","ACIDOPHILUS CAPSULE 100CT 21ST CENT",85.49
"8770141199","GNP TUSSIN CF MAX LIQ 8 OZ",85.38
"5113164125","NEXCARE STERI STRIP 1/4""X4"" 30CT",85.29
"30713016412","ACETAMINOPHEN 325 MG SUP 12 UD",85.23
"8770190904","GNP NASAL MED/ LGE STP 30",85.19
"36761810630","PERI-COLACE TABLET 30CT",85.02
"30024135301","NEO-SYNEPHRINE SPRAY REGULAR 15ML",84.91
"5113199524","NEXCARE WATERPROOF ASST 20CT",84.7
"35416200708","SENNA SYRUP GRX LIQ 8 OZ GRX",84.63
"38137004414","BAND-AID ACTIV-FLEX REG 10CT",84.61
"7431203482","LUTEIN 6MG NAT CAROT SGC 50CT NAT BOUNTY",84.61
"68142102905","DULCOLAX FOR WOMEN TABLET 25CT",84.6
"4116708046","ICY HOT SMART RELIEF REFILL KIT",84.53
"32390001982","QLEARQUIL SINUS & CONG DAY CAP 24CT",84.42
"7430000412","RID LICE KILLING SHAMPOO 2OZ",84.42
"30225038280","AYR DROPS 1.69OZ",84.35
"9089150001","U/WEAR PREVAIL PROT U/G 4X20",84.34
"1101737080","SCHOLLS TRI-COMFORT INSOLE WOMEN",84.05
"65024002809","CICATRICURE SCARS GEL 1OZ",84
"8770141185","GNP NITETIME CHRY COUGH LIQ 12 OZ",83.87
"7431201660","NIACIN 500MG FLSH FR CAP 50CT NAT BOUNTY",83.73
"31254723871","NEOSPORIN LIP OVERNIT THRPY0.27OZ JDEOBS",83.71
"30904535124","SUDOGEST 60MG TABLET PSE 24CT MAJOR",83.56
"30904598660","VIT D 5000IU CAPSULE 100CT MAJOR",83.53
"8770140727","GNP VIT B-50 CMPX PR TAB 100",83.51
"8770140752","GNP VIT D 5000 IU TAB 100",83.47
"8770142595","GNP OMEPRAZOLE WLDBRY 20MG BTL TAB 14CT",83.47
"1101723150","SCHOLLS FOOT POWDER 7OZ",83.46
"81483201099","PEDIACARE FLU SUSP BUBBLEGUM 4OZ",83.42
"36382458716","MUCINEX FAST MAX CONG/HEADACHE LGL 16CT",83.35
"4116705750","ASPERCREME ROLL ON 2.5OZ",83.25
"1116960451","NOSE BETTER SOOTHE GEL 0.46OZ",83.22
"67811201746","CHLORASEPTIC MAX LOZENGE BERRY 15CT",83.13
"30068041830","CITRUCEL POWDER ORANGE 30OZ",82.96
"100707387509","TEGADERM",82.84
"3076819607","OSTEO BI-FLEX TRPL STR W/D3 CAPLET 80CT",82.7
"3076853503","MELATONIN 5MG GUMMY 60CT SUNDOWN",82.59
"8770142523","GNP COLD & FLU SEVERE CAPLETS",82.59
"6798108708","KY LIQUID PERSONAL LUBRICANT 2.5OZ",82.53
"8770140534","GNP URIN HLTH VITC CRNBRY TAB 50",82.52
"4110081102","CLARITIN CHILD SYRUP GRAPE 4OZ",82.37
"30132020140","FLEET ENEMA SINGLE 4.5OZ",82.36
"8770141153","GNP VIT B-12 2500 MCG SL TAB 60",82.34
"30713028031","BACITRACIN OINTMENT 500UN/GM 1OZ G&W",82.32
"30904572887","CLEAR-ATADINE 10MG TABLET 30CT MAJOR",82.2
"63347222278","CLEARBLUE PLUS PREGNANCY TEST ANALOG 3CT",82.2
"8770140243","GNP MAG CIT CHRY SUC/FR LIQ 12X10 OZ",82.2
"30031223813","DIMETAPP COLD COUGH LONG ACTING 4OZ",82.19
"4116700920","ICY HOT VANSHING SCENT GEL 2.5OZ",82.07
"7431227669","YOUR LIFE MULTI MEN TAB 90CT NAT BOUNTY",81.98
"3700046511","METAMUCIL HEALTHY BONES CAPSULE 120CT",81.97
"8770140797","GNP ONE DAILY 50+ WOMENS TAB 50",81.95
"32390001051","VAPORUB JAR LEMON 50GM",81.93
"32586653925","ALEVE D COLD SINUS CAPLET PSE 20CT",81.93
"63665212519","STRESSTABS MULTIVIT W/ZINC TABLET 60CT",81.91
"71683788825","PEPCID COMPLETE TABLET MINT 25CT",81.9
"4116700623","UNISOM TABLET 48CT",81.84
"30087040303","TRI-VI-SOL DROP 50ML",81.72
"38137004488","BAND-AID ADV HEAL BLISTER 6CT",81.71
"30065804603","ICAPS AREDS SOFTGEL 120CT",81.69
"1650055592","ONE-A-DAY WOMEN VITACRAVE GUMMIE150CT",81.43
"3076853491","VIT D3 2000IU GUMMY 90CT SUNDOWN",81.19
"3504600061","MILLTRIUM MULTIVIT MINRL TAB 100CT WNDML",81.16
"1559401022","ASTROGLIDE 2.5OZ",81
"30132019012","FLEET PEDIA-LAX SUPP LIQUID APPLICTR 6CT",81
"3847245112","ARCH CUSH F/L #2 6-8",81
"7431229176","VIT D-3 5000 IU SOFTGEL 240CT NAT BOUNTY",80.97
"32390001433","NYQUIL CHILD COUGH 8OZ",80.9
"8770141097","GNP APAP PM 500 MG CPL 50",80.76
"3660230033","RICOLA BAG ORIGINAL HERB 50CT",80.75
"81483201531","LUDENS BAG SUGAR FREE BLACK CHERRY 25CT",80.7
"4203710304","BEANO TABLET 30 CT",80.49
"36373695303","EPT PREGNANCY TEST ANALOG 3CT",80.46
"7431203860","VIT B12 2500 MCG SUBLTAB 50CT NAT BUNTY",80.41
"32586653923","ALEVE D SINUS HEADACHE CAPLET PSE 10CT",80.36
"3076813430","BIOTIN 5000MCG CAPSULE 60CT SUNDOWN",80.34
"67811225433","CLEAR EYES TRIPLE ACTION RELIEF 0.5OZ",80.25
"8770140153","GNP TAPE SELF ADH 2X2.3",80.17
"63665274020","POSTURE D 600MG CALC/D/MAG TABLET 60CT",80.03
"30225038180","AYR MIST ALLERGY SINUS 1.69OZ",80
"31011903582","BIOTRUE MULTI-PURPOSE SOLUTION 4OZ",80
"7524400910","NO RINSE BODY BATH LIQ 16 OZ",79.97
"3504600404","GLUCOSAMINE TRPL STR CAPLET 60CT WINDMIL",79.96
"38137005659","BAND-AID WATER BLOCK+ CLEAR ASST 30CT",79.9
"37513770335","NEW SKIN LIQUID BANDAGE 0.3OZ",79.89
"30603085781","Q-TUSSIN LIQ 8 OZ",79.74
"3700074009","METAMUCIL COARSE ORIGINAL 19OZ",79.65
"35497330931","HYLANDS LEG CRAMP PM TABLET 50CT",79.63
"74098527288","VIT D 5000IU TABLET 110CT 21CENT",79.62
"38004042800","PAD HEAVY 6X14 TENA/SERENITY",79.5
"3927832300","TIGER BALM PATCH LARGE 4CT",79.42
"79450311201","EARPLANES ADULT EAR PLUG 1PR",79.42
"30149003930","PEPTO BISMOL MAX LIQUID ORIGINAL 4OZ",79.35
"30766074650","TUMS ULTRA TABLET BERRY 72CT",79.22
"8770140097","GNP IODIDES TINC DECLOR LIQ 2 OZ",79.21
"30573013320","ADVIL FILM COATED TABLET 20CT",79.18
"64786518576","AIRBORNE KIDS GUMMY 42CT",79.18
"4116700860","ICY HOT POWER GEL STICK 1.75OZ",79.16
"30149003978","PEPTO BISMOL CHEWTAB CHERRY 30CT",79.12
"30045052108","TYLENOL COLD+MUCUS SEV LIQ COOLBURST 8OZ",79.11
"3700074091","METAMUCIL WAFER APPLE CRISP 24CT",79.08
"7430008150","BENGAY PATCH ULTRA STRENGTH REGULAR 5CT",79.07
"8770141326","GNP SLEEP AID BERRY 50MG LIQ 6OZ",78.99
"7431214020","CINNAMON 1000MG CAP 100CT NAT BOUNTY",78.99
"2507716970","ESTER-C 500MG TABLET 60CT",78.93
"74098527113","VIT B12 5000MCG SUBLINGUAL 21ST CENTURY",78.92
"4138800411","ODOR EATERS FOOT SNEAKER SPRAY POWDR 4OZ",78.89
"31254663018","HALLS DEFENSE BAG S/F BLUEBERRY 17CT",78.71
"8770185027","GNP STERILE 3X3 PAD 10",78.66
"38137116142","JJ PADS NON STICK 2IN X 3IN",78.58
"7430008149","BENGAY PATCH ULTRA STRENGTH LARGE 4CT",78.44
"1101740489","SCHOLLS PRO BACK WOMEN ORTHOTIC 1PR",78.42
"7431212326","GARLIC 1000MG SOFTEGEL 100CT NAT BOUNTY",78.32
"7166100132","ALOE VERA JUICE LIQUID 32OZ FRUIT EARTH",78.29
"1101740487","SCHOLLS PRO BACK MEN ORTHOTIC 1PR",78.17
"32390003809","DAYQUIL SEVERE CAPLET 24CT",78.11
"36373610506","BACID CAPLET 100CT",77.98
"36382407246","MUCINEX DM MAX STRENGTH TABLET 42CT",77.98
"34896411224","NEXAFED 30MG PSE W/ METH DETER TAB 24CT",77.89
"30005423750","CENTRUM CHILD CHEW TABLET 150CT",77.88
"30536100059","SENEXON LIQ 237 ML",77.85
"68990153787","ZANFEL POISON IVY CREAM 1OZ",77.84
"31101725220","DUOFILM WART REMOVER LIQUID 0.33OZ",77.82
"1101740445","SCHOLLS HEEL PAIN RELIEF CUSHION WOMEN",77.77
"2260092642","TROJAN ULTRA THIN CONDOM 12CT",77.74
"89611600111","SAMBUCOL BLACK ELDERBERRY ORIGINAL 7.8OZ",77.74
"4746900312","ALPHA LIPOIC ACID 300MG CAP 50CT NATROL",77.73
"88679001362","BENEFIBER POWDER S/F 62 SERVINGS 8.3 OZ",77.65
"30696934104","SINUS PAIN SINUSALIA 60TABS",77.52
"3504600156","CALCIUM/MAG/ZINC TABLET 100CT WINDML",77.52
"75618412011","LITTLE NOSES SALINE SPRAY DROP 30ML",77.42
"1650050827","BACTINE SPRAY 147 ML",77.39
"66756000100","BE KOOOL KIDS GEL SHEET 4CT",77.36
"4116740014","KAOPECTATE CAPLET 28CT",77.34
"8770140066","GNP BORIC ACID PWD 6 OZ",77.28
"8770140790","GNP ONE DAILY ESSNTL TAB 100",77.27
"36519730010","GELUSIL TABLET PEPPERMINT 100CT",77.24
"8770141106","GNP PAIN ALLG MULT SYM CPL 24",77.22
"75475622001","U/PD QUIKSORB REUS 24X35 PAD",77.04
"30766165820","OS-CAL ULTRA 600+D TABLET 120CT",77.03
"1101710390","SCHOLLS FOOT EASE CALLUS CUSHION 6CT",77
"5113166775","NEXCARE TAPE WATERPROOF 1X5YD",76.96
"312843541245","LBL BAYER ASP BNS LO DSE",76.93
"7431253809","NB RETINOL CRM VITA 100000IU 2OZ",76.87
"30869105610","ALCOHOL ETHYL 70% 12X16OZ CMS",76.84
"35416201101","DIBUCAINE 1 % ONT 28 GM",76.82
"37513785520","DERMOPLAST SPRAY",76.81
"1650055434","FLINTSTONES GUMMY 70CT",76.8
"8770130773","GNP MIGRAINE CPL 100",76.76
"8770190080","GNP ANTACID PPRMNT TAB 150",76.72
"3373200009","MACKS EAR PLUG ULTR FOAM TEAL NRR32 10PR",76.68
"5166072415","LORATIDINE 10MG TABLET PSE 15CT",76.68
"8770140792","GNP ONE DAILY PLUS IRON TAB 100",76.66
"9243781550","TOE STRAIGHTENER       PEDIFIX",76.66
"5113581387","NEXCARE WATERPROOF KNEE ELBOW 8CT",76.45
"30023031207","REFRESH LACRI-LUBE DRY EYE 7GM",76.18
"2791701890","VITAFUSION FIBER GUMMY 90CT",76.14
"7431211820","GLUCOSAMIN 3000MG TAB 60CT NAT BOUNTY",76.14
"3504600174","WM C SUS R 500 MG TAB 90",76.11
"4116743203","ALLEGRA D 24HR 180MG TABLET 5CT PSE CHT",76.11
"8770140672","GNP EFFERSCENT HEALTH FORMULA ORANGE",76.08
"3504600078","MULTIVIT WOMEN DAILY TABLET 100CT WINDML",75.92
"32420838556","MURO-128 5% CORNEAL EDEMA OINT 2X3.5GM",75.91
"8770140886","GNP TUSSIN DM 400/20MG TAB",75.83
"7430001253","VISINE FOR CONTACTS REWETTING DROP 0.5OZ",75.66
"7431219405","FISH OIL+D 1000MG SOFTGL 90CT NAT BOUNTY",75.65
"3847244324","ARCH ORTH F/L #4 10-12",75.57
"31254663263","HALLS SUGAR FREE BAG ASSORTED MINT 25CT",75.51
"3076804001","COQ10 200MG GELCAP 30CT SUNDWN",75.47
"8770142572","GNP SEVERE COLD HONEY NIGHTTIME 6CT",75.4
"32878583502","HUMIDIFIER PROTEC WICKING FILTER WF2",75.36
"3504600058","MILLTRIUM SENIOR TABLET 60CT WINDML",75.25
"75475622011","U/PD QUIKSORB REUS 24X36"" PAD",75.06
"3504608436","GARCINIA CAMBOGIA TAB 90CT DIET WORKS",74.95
"36025818501","POLY-IRON 150MG CAPSULE 100CT CYPRESS",74.88
"4116701057","CORTIZONE-10 PLUS CREAM 2OZ",74.82
"32878510005","VAPORIZER PAD BR-5 6CT VICKS",74.8
"4116760505","KAOPECTATE LIQUID CHERRY 8OZ",74.79
"7431216878","FISH OIL ODRLS 1200MG SG 200CT NAT BNTY",74.64
"5113100023","NEXCARE OPTICLUDE EYE PATCH 20CT",74.63
"3076816836","MELATONIN SUBLINGUAL LIQUID 2OZ SUNDWN",74.59
"30031875303","ROBITUSSIN 12HR COUGH RELIEF GRAPE 3OZ",74.56
"32586600102","ALEVE CAPLET 200",74.56
"381371161249","JJ GAUZE PADS 2IN X2INCH 25CT",74.55
"1650054099","CITRACAL+D SLOW RELEASE TABLET 80CT",74.54
"70592807125","NASAMIST HYPERTONIC SALINE SPRAY 125ML",74.51
"1650008004","ONE-A-DAY MEN TABLET 60CT",74.4
"9089124621","BRIEF FULL MAT LG BRF 4X18",74.33
"35167220371","CLOTRIMAZOLE 1% SOLUTION 10ML TARO",74.3
"7431252983","NB OMEGA-3 KRILL&FISH OIL CAP 60CT",74.16
"31284339325","PHILLIPS MILK OF MAGNESIA CHERRY 26OZ",74.13
"89775200203","BOOGIE WIPES GRAPE 30CT",74.12
"3927831541","TIGER BALM OINTMENT ULTRA STRENGTH 50GM",74.05
"38137116152","JJ CLOTH TAPE 1 IN X 10 YDS 1 CT",74
"536379001","VIT D 2000IU SOFTGEL 100CT WATSON",73.9
"75557103114","META ULTRA FLORA PLUS DF",73.9
"30904585246","ALL DAY ALLERGY 10MG TABLET 30CT MAJ",73.72
"6799020008","LICE SHIELD LEAVE IN SPRAY 5OZ",73.66
"8770142515","GNP ACID REDUCER RANITIDIN 75MG TAB 60CT",73.65
"5307617120","FUNGI NAIL PEN 1.7ML",73.64
"8770143612","GNP ANTACID CAL ULT/ST TAB 72",73.6
"4203710300","BEANO TABLET 100 CT",73.56
"4116701704","GOLD BOND FOOT POWDER 4OZ",73.54
"3600012778","DEPEND UW MEN REAL S/M U/G 4X12",73.51
"8770140067","GNP CALAMINE PHENOL LOT 6 OZ",73.4
"30045053704","SUDAFED PE NASAL DECONGESTANT LIQUID 4OZ",73.39
"1650055819","ONE-A-DAY VITAC TEEN FOR HIM GUMMY 60CT",73.38
"84964808524","COMTREX COLD COUGH CAPLET DAY NITE 24CT",73.32
"8770160291","GNP BANDAGE SHEER BDG 40",73.32
"8770140072","GNP GLYCERIN LIQ 6 OZ",73.24
"38137004670","BAND-AID COMFORT-FLEX CLEAR 1SZ 30CT",73.22
"8770140737","GNP VIT B CPLX WITH C TAB 100",73.17
"300450295323","IMODIUM A-D CAPLET 24CT",73.14
"8770140342","GNP MOLESKIN SUPR 3",73.03
"31011902266","SOOTHE HYDRATION DRY EYE DROP 15ML",72.94
"8770140884","GNP INFANT CHRY 160MG SUS 1 OZ",72.94
"3504605829","HI-ENER-G VIT B-12 5000MG TABLET 30CT",72.87
"30496088215","LMX4 4% CRM 15 GM",72.86
"61678423372","GLOVE LATEX MED PF 100 JDEOBS",72.86
"3504600342","CRANMAX SUPER CAP 30CT DROP SHIP WINDML",72.81
"8770140667","GNP APAP PM FAST RELASE GCP 40",72.78
"81442800611","ZINC OXYDE PLUS",72.72
"30132002011","FLEET ENEMA EXTRA 7.8OZ",72.67
"8770140023","GNP MILK MAG CHERRY LIQ 12 OZ",72.66
"8770125338","GNP BANDAGE ASST SHEER STP 60",72.64
"78148525007","MAX FREEZE PAIN RELIEF ROLL ON 3OZ",72.59
"8770140346","GNP MICONAZOL SPY PWD 4.6 OZ",72.57
"8770142503","GNP MUCUS RELIEF COLD FLU & SORE THROAT",72.53
"7295925521","DIUREX WATER CAPSULES CAFFEINE FREE 21CT",72.4
"1650053503","CITRACAL PETITES TABLET 200CT",72.38
"4110080531","CLARITIN 5MG 12HR TABLET 10CT",72.33
"2878530040","KAZ INHALANT LIQUID KFC4 4OZ",72.29
"30005449860","CENTRUM SPECIALIST HEART TABLET 60CT",72.24
"31011905208","RENU REWETTING DROP 0.5OZ",72.01
"67811210256","CHLORASEPTIC SPRAY S/F WARM HNY LEM 6OZ",72
"2052510446","MEGARED OMEGA-3 KRILL 500MG SOFTGEL 45CT",71.98
"3504609267","COUNTRY FARMS SUPER GREEN DRNK MX 9.88OZ",71.96
"30067812808","THERAFLU EXPRESSMAX NT SV CGH/CLD 8.3OZ",71.94
"8770140839","GNP PROT UNDR LGE WOMENS U/G 4X16",71.94
"4110081138","CORICIDIN HBP COUGH COLD TABLET 16CT",71.91
"31011905611","BOSTON SIMPLUS MULTIACTION SOLU 3.5OZ",71.84
"7431221101","YOUR LIFE MULTI WOMN TAB 90CT NAT BOUNTY",71.8
"30766784440","NICORETTE GUM 4MG MINT 170CT",71.79
"30065041815","TEARS NATURALE II DRY EYE DROP 15ML",71.78
"30395194991","CLOVE OIL 1OZ",71.7
"1101740507","SCHOLLS AIR PILLO DOUBLE INSOLE 1PR",71.63
"30904421713","VIT B12 1000MCG TABLET 130CT MAJOR",71.59
"31284351673","PHILLIPS CAPLET 24CT",71.59
"36373620045","ANACIN TABLET 100CT",71.54
"3504600216","WM VITAMIN D 400 IU TAB 250",71.53
"31101710044","SCHOLLS CALLUS REMVR CUSHION X/THICK 4CT",71.5
"1011941502","SIGHT SAVERS LENS PREMOIST TISSUE 16CT",71.46
"3504609207","GARDEN BOTAN TART CHERRY EX VEGICAP 60CT",71.44
"30005556919","CALTRATE 600-D SOFTCHEW VANILLA 60CT",71.33
"3504600340","WM ALPHA LIPO ACID 300 MG TAB 30",71.31
"81652601002","ST JOSEPH ASPIRIN 81MG EC TABLET 200CT",71.29
"2318514580","EYE GLASS REPAIR KIT WITH MAGNIFIER API",71.26
"74098522623","ARTHRI-FLEX TABLET 120CT 21ST CENT",71.26
"4116700898","ICY HOT CHILL STICK 1.75OZ",71.09
"73112444100","PERFORM PAIN RELIEVER GEL TUBE 4OZ",70.89
"4116730012","PAMPRIN MULTI SYMPTOM CAPLET 20CT",70.87
"8770141167","GNP BANDAGE FLEX VALUPK BDG 100",70.87
"38137116139","JJ GAUZE ROLL 4 IN X 2.5 YD",70.85
"36382402346","MUCINEX MAX STRENGTH TABLET 42CT",70.78
"8770140233","GNP ALCOHOL 70% ETHYL LIQ 12X16 OZ",70.65
"7431215061","CINNAMON+CHROM 2000MG CAP 60CT NAT BNTY",70.52
"8770140310","GNP CORN REMOVR 9",70.49
"35199120311","FERREX 150 MG CAP 100 UD",70.38
"4203710363","TAGAMET HB 200MG TABLET 30CT",70.34
"82744400032","BLINK CONTACTS LUBRICATING EYE DROP 10ML",70.21
"30005445171","CENTRUM MULTIVIT TABLET 130CT",70.19
"8770140741","GNP VIT C 500 MG TAB 500",70.16
"88941154504","CYSTEX URINARY PAIN RELIEF TABLET 40CT",70.12
"5113199717","NEXCARE ACTIVE KNEE ELBOW 8CT",70.1
"34338631208","GAVILAX POWDER 238GM",70.04
"8770190027","GNP PK BISMTH LIQ 8 OZ",69.97
"7431218678","FISH OIL MINI SOFTGEL 90CT NAT BOUNTY",69.96
"8770141197","GNP MUCUS ER 600 MG TAB 40",69.96
"3504600205","CHROMIUM PICOLINATE 1000MCG",69.95
"8667931460","ATTENDS BRIEF BREATHABLE HEAVY LG 3X24CT",69.95
